English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Japan	Japan	Japan is here!	One of the reasons Twitter is popular in Japan is a characteristic of Japanese itself: Japanese uses ideograms which enable it to convey more information in just 140 characters than other languages, not counting Chinese. Incidentally, the Japanese version of this sentence is written with exactly 140 characters. How many characters does it take in other languages?	O Japão está aqui!	Uma das razões por que o Twitter é popular no Japão é uma característica do próprio idioma japonês: esta língua utiliza ideogramas que podem conter muita informação em apenas 140 caracteres em comparação a outras línguas, sem contar o chinês. Por acaso, a versão japonesa desta frase está escrita em exatamente 140 caracteres. Quantos caracteres são necessários em outros idiomas?
Japanese	japanese	I am Japanese.	They include a bird-like dinosaur, dubbed the “chicken from Hell,” that was 3.5 meters from beak to tail and weighed as much as 300 kilograms; a spider that lives in the Moroccan desert and can use its gymnastic talents to cartwheel out of danger; a 23-centimeter-long walking stick common in Vietnam; and a colorful sea slug from the Japanese islands that is the missing link between slugs that feed on colonies of tiny stinging jellies and those specializing on corals.	Eu sou japonês.	Elas incluem um dinossauro parecido a uma ave, apelidado de “galinha do Inferno”, que media 3,5 metros do bico à cauda e pesava até 300 quilogramas; uma aranha que habita no deserto marroquino e que consegue usar os seus talentos ginásticos fazendo rodas para escapar ao perigo; um bicho-pau com 23 centímetros de comprimento, comum no Vietname; e uma lesma-marinha colorida das ilhas japonesas que é o elo perdido entre as lesmas que se alimentam de colónias de minúsculas medusas e aquelas especializadas em corais.
Japanese	japanese	I am Japanese.	They include a bird-like dinosaur, dubbed the “chicken from Hell,” that was 3.5 meters from beak to tail and weighed as much as 300 kilograms; a spider that lives in the Moroccan desert and can use its gymnastic talents to cartwheel out of danger; a 23-centimeter-long walking stick common in Vietnam; and a colorful sea slug from the Japanese islands that is the missing link between slugs that feed on colonies of tiny stinging jellies and those specializing on corals.	Eu sou japonês.	Elas incluem um dinossauro parecido a uma ave, apelidado de “galinha do Inferno”, que media 3,5 metros do bico à cauda e pesava até 300 quilogramas; uma aranha que habita no deserto marroquino e que consegue usar os seus talentos ginásticos fazendo rodas para escapar ao perigo; um bicho-pau com 23 centímetros de comprimento, comum no Vietname; e uma lesma-marinha colorida das ilhas japonesas que é o elo perdido entre as lesmas que se alimentam de colónias de minúsculas medusas e aquelas especializadas em corais.
Javelin	javelin				
Jaw	Jaw	My jaw hurts.	He broke his jaw and lost a few teeth.	Minha mandíbula dói.	Ele quebrou a mandíbula e perdeu alguns dentes.
Jaw	Jaw	My jaw hurts.	He broke his jaw and lost a few teeth.	Minha mandíbula dói.	Ele quebrou a mandíbula e perdeu alguns dentes.
Jealous	jealous	I'm jealous.	Apparently, it was his jealous mistress who prepared that nasty chemical concoction. I hear the wife took one sip of her morning coffee and collapsed without so much as a word.	Eu sou ciumento.	Aparentemente, foi a amante ciumenta dele que preparou aquela desagradável mistura química. Eu ouvi dizer que a esposa dele tomou um gole no café da manhã e desabou sem dizer uma palavra.
Jealousy	jealousy	Jealousy made him do that.	"An old man told his grandson, ""My son, there is a battle between two wolves inside us all. One is evil. It is anger, jealousy, greed, resentment, inferiority, lies and ego. The other is good. It is joy, peace, love, hope, humility, kindness, empathy and truth."" The boy thought about it and asked, ""Grandfather, which wolf wins?"" The old man quietly replied, ""The one you feed."""	O ciúme fez com que ele fizesse aquilo.	"Um velho disse a seu neto, ""Meu filho, há uma batalha entre dois lobos dentro de todos nós. Um é mau. Ele é raiva, ciúme, ganância, ressentimento, inferioridade, mentiras e ego. O outro é bom. Ele é alegria, paz, amor, esperança, humildade, gentileza, empatia e verdade."" O menino pensou a respeito e perguntou, ""Avô, qual lobo vence?"" O velho respondeu tranquilamente, ""Aquele que você alimentar."""
Jeans	jean	He had jeans on.	The menu included an appetizer of piperade followed by marmitako, a stew made with bluefin tuna caught by hand in the nearby fishing town of Saint-Jean-de-Luz.	Ele usava um jeans.	O menu incluía como aperitivo piperrada seguida de marmita de atuarro, um guisado feito com atum-rabilho capturado à mão na cidade piscatória vizinha de Saint-Jean-de-Luz.
Jeep	jeep	I drive a jeep.	Tom got back in his Jeep and started the engine.	Eu dirijo um jipe.	Tom voltou para o jipe e ligou o motor.
Jelly	Jelly	He likes jelly.	They include a bird-like dinosaur, dubbed the “chicken from Hell,” that was 3.5 meters from beak to tail and weighed as much as 300 kilograms; a spider that lives in the Moroccan desert and can use its gymnastic talents to cartwheel out of danger; a 23-centimeter-long walking stick common in Vietnam; and a colorful sea slug from the Japanese islands that is the missing link between slugs that feed on colonies of tiny stinging jellies and those specializing on corals.	Ele gosta de geléia.	Elas incluem um dinossauro parecido a uma ave, apelidado de “galinha do Inferno”, que media 3,5 metros do bico à cauda e pesava até 300 quilogramas; uma aranha que habita no deserto marroquino e que consegue usar os seus talentos ginásticos fazendo rodas para escapar ao perigo; um bicho-pau com 23 centímetros de comprimento, comum no Vietname; e uma lesma-marinha colorida das ilhas japonesas que é o elo perdido entre as lesmas que se alimentam de colónias de minúsculas medusas e aquelas especializadas em corais.
Jellyfish	jellyfish	Beware of jellyfish.	Lion's mane jellyfish swim in their display tank at Sea Life Melbourne Aquarium in Melbourne, as the aquarium prepares to open to the public again after Australia eased some of its COVID-19 restrictions.	Cuidado com as águas-vivas.	Águas-vivas-cabeludas nadam no seu tanque de exposição no Aquário de Vida Marinha de Melbourne, enquanto o aquário se prepara para abrir novamente ao público depois de a Austrália ter aliviado algumas das suas restrições COVID-19.
Jet	jet	Tom had jet lag.	Scientists at Jet Propulsion Laboratory, the California mission control center for this NASA project, say Juno will pierce the dense clouds of the gas-covered giant and offer insights into its origin and nature of both the planet and our solar system.	O Tom estava com jet lag.	Cientistas do Laboratório de Propulsão a Jato, o centro de controlo de missões na Califórnia para este projeto da NASA, dizem que Juno vai trespassar as nuvens densas do gigante coberto de gás e vai proporcionar uma visão da sua origem e natureza, tanto do planeta como do nosso sistema solar.
Jetlag	Jetlag				
Jeweler	jeweler	And what Tom does is, being a jeweler, a craftsman and a man of the arts, he possess a skill that's very unique.	And what Tom does is, being a jeweler, a craftsman and a man of the arts, he possess a skill that's very unique.	E o que o Tom faz é, sendo um joalheiro, um artesão e um homem das artes, ele possui um talento que é muito único.	E o que o Tom faz é, sendo um joalheiro, um artesão e um homem das artes, ele possui um talento que é muito único.
Jewelry	jewelry	I've never bought jewelry.	The beautiful piece of jewelry is in the red box.	Eu nunca comprei joias.	A bela jóia está na caixa vermelha.
Jewelry	jewelry	I've never bought jewelry.	The beautiful piece of jewelry is in the red box.	Eu nunca comprei joias.	A bela jóia está na caixa vermelha.
Jewish	jewish	Are you Jewish?	The challenges facing Iran’s tiny Jewish minority drew increased U.S. media scrutiny this month, as the chief rabbi in the Islamic Republic ended a five-week tour of U.S. Jewish communities by making rare public remarks about the situation of his community.	Você é Judeu?	Os desafios enfrentados pela minúscula minoria judaica iraniana atraíram um maior escrutínio por parte dos meios de comunicação social dos EUA este mês, quando o rabi líder da República Islâmica encerrou uma digressão de cinco semanas pelas comunidades judaicas dos EUA, fazendo comentários públicos raros sobre a situação na sua comunidade.
Job	job	Good job!	And tonight, I think about all that she's seen throughout her century in America — the heartache and the hope; the struggle and the progress; the times we were told that we can't, and the people who pressed on with that American creed: Yes we can. At a time when women's voices were silenced and their hopes dismissed, she lived to see them stand up and speak out and reach out for the ballot. Yes we can. When there was despair in the dust bowl and depression across the land, she saw a nation conquer fear itself with a New Deal, new jobs, a new sense of common purpose. Yes we can. When the bombs fell on our harbor and tyranny threatened the world, she was there to witness a generation rise to greatness and a democracy was saved. Yes we can. She was there for the buses in Montgomery, the hoses in Birmingham, a bridge in Selma, and a preacher from Atlanta who told a people that we shall overcome. Yes we can. A man touched down on the moon, a wall came down in Berlin, a world was connected by our own science and imagination.	Bom trabalho!	E esta noite, eu penso em tudo o que ela viu ao longo do seu século na América — o sofrimento e a esperança; a luta e o progresso; as vezes em que nos disseram que não podemos e as pessoas que persistiram nesse credo americano: podemos, sim. Numa altura em que as vozes das mulheres eram silenciadas e as suas esperanças descartadas, ela viveu para as ver erguerem-se e manifestarem-se e estenderem a mão para as urnas. Podemos, sim. Quando havia desespero na tigela de poeira e depressão por toda a terra, ela viu uma nação conquistar o próprio medo com um Novo Acordo, novos empregos, um novo sentido de propósito comum. Podemos, sim. Quando as bombas caíram sobre o nosso porto e a tirania ameaçou o mundo, ela estava lá para testemunhar a ascensão de uma geração à grandeza e uma democracia foi salva. Podemos, sim. Ela estava lá para os autocarros em Montgomery, as mangueiras em Birmingham, uma ponte em Selma e um pregador de Atlanta que disse a um povo que nós haveríamos de superar. Podemos, sim. Um homem aterrou na lua, um muro caiu em Berlim, um mundo estava ligado pela nossa própria ciência e imaginação.
Joke	joke	I'm joking.	"Gilpin classes these ""Innocent Impostors"" among the most entertaining of his works, and is delighted by the happiness with which he has outdone in their own excellences the artists whom he copied; but Strutt, too grave to admit of jokes that twitch the connoisseurs, declares that they could never have deceived an experienced judge, and reprobates such kinds of ingenuity, played off at the cost of the venerable brotherhood of the cognoscenti."	Estou brincando.	"O Gilpin coloca estes ""Impostores Inocentes"" entre as mais engraçadas das suas obras e sente-se encantado com a felicidade com que ultrapassou nas próprias excelências deles os artistas que copiou; mas o Strutt, demasiado grave para admitir piadas que perturbem os entendidos, declara que elas nunca poderiam ter enganado um juiz experiente e reprova este tipo de engenho, praticado à custa da venerável irmandade dos conhecedores."
Joke	joke	I'm joking.	"Gilpin classes these ""Innocent Impostors"" among the most entertaining of his works, and is delighted by the happiness with which he has outdone in their own excellences the artists whom he copied; but Strutt, too grave to admit of jokes that twitch the connoisseurs, declares that they could never have deceived an experienced judge, and reprobates such kinds of ingenuity, played off at the cost of the venerable brotherhood of the cognoscenti."	Estou brincando.	"O Gilpin coloca estes ""Impostores Inocentes"" entre as mais engraçadas das suas obras e sente-se encantado com a felicidade com que ultrapassou nas próprias excelências deles os artistas que copiou; mas o Strutt, demasiado grave para admitir piadas que perturbem os entendidos, declara que elas nunca poderiam ter enganado um juiz experiente e reprova este tipo de engenho, praticado à custa da venerável irmandade dos conhecedores."
Jolted	jolt	The car gave a jolt.	Just as Tom was falling asleep the train braked suddenly, jolting him back into the waking world.	O carro deu uma sacudida.	Tom estava pegando no sono, quando de repente o freio do trem foi acionado e o solavanco o trouxe de volta ao mundo da vigília.
Journalism	journalism	Tom was a journalism student.	The president dismisses damning investigative journalism by calling it fake news.	Tom era estudante de jornalismo.	O presidente não quer condenar o jornalismo investigativo, qualificando-o de notícias falsas.
Journalist	journalist	I'm a journalist.	Should journalists reporting on autism give time to the position of the anti-vaccine believers? No. They are not scientists. Their “opinions” cannot be balanced against scientific knowledge and certainty. Both sides are not equal and it is misleading to treat them equally.	Sou jornalista.	"Os jornalistas que relatam sobre o autismo devem dar espaço à opinião dos crentes na não vacinação? Não. Eles não são cientistas. As suas ""opiniões"" não podem ser comparadas ao conhecimento científico e à certeza. Ambos os lados não são iguais e é falacioso tratá-los de forma igual."
Joy	joy	What is joy?	The sheep without stumbling descended the plank, which was placed as a gangway to the shore; and the goats, accustomed to steep places, skipped yet more boldly along. Upon reaching the land they all formed in a ring around Chloe, like a chorus of dancers, skipping and bleating and exhibiting every symptom of joy; whereas the flocks of other shepherds remained quiet in the holds of the ships, as if aware that the pipe which sounded was not summoning them.	Que é felicidade?	As ovelhas sem tropeçar desceram a tábua, que foi colocada como um passadiço para a costa; e as cabras, habituadas a lugares íngremes, saltaram ainda mais corajosamente. Ao chegarem a terra, todas elas se formaram num anel em redor da Cloé, como um coro de dançarinos, saltando e balindo e exibindo todos os sintomas da alegria; enquanto que os rebanhos de outros pastores permaneciam quietos nos porões dos navios, como se estivessem cientes de que a flauta que soava não os estava a convocar.
Judaism	judaism	What is Judaism?	"What is your religion? Christianity? Judaism? Buddhism? Or are you an atheist ""No, I'm a humorist!"""	O que é o judaísmo?	"Qual a fé que professas? Cristianismo? Judaísmo? Budismo? Ou és ateu? ""Não, eu sou humorista!"""
Judge	Judge	Don't judge me.	"Gilpin classes these ""Innocent Impostors"" among the most entertaining of his works, and is delighted by the happiness with which he has outdone in their own excellences the artists whom he copied; but Strutt, too grave to admit of jokes that twitch the connoisseurs, declares that they could never have deceived an experienced judge, and reprobates such kinds of ingenuity, played off at the cost of the venerable brotherhood of the cognoscenti."	Não me julge!	"O Gilpin coloca estes ""Impostores Inocentes"" entre as mais engraçadas das suas obras e sente-se encantado com a felicidade com que ultrapassou nas próprias excelências deles os artistas que copiou; mas o Strutt, demasiado grave para admitir piadas que perturbem os entendidos, declara que elas nunca poderiam ter enganado um juiz experiente e reprova este tipo de engenho, praticado à custa da venerável irmandade dos conhecedores."
Juggling	juggling				
Juice	juice	Drink this juice.	In 1916, a surplus of oranges gave birth to the advertising slogan, “Drink an orange,” which aimed to convince people that juicing an orange (or a few oranges) was a healthy way to start the day.	Beba este suco.	"Em 1916, um excedente de laranjas deu origem ao slogan publicitário ""Beba uma laranja"", que pretendia convencer as pessoas de que espremer uma laranja (ou algumas laranjas) era uma forma saudável de começar o dia."
Jump	jump	Jump.	Eh! hello, who's there? and Arthur jumps from his warm bed, and starts, shivering, to open the window-shutter; but ere he can reach it, another thump from without, and the rattle of a broken snow-ball on the tin roof of the veranda greets his ears.	Pulem.	Ó! olá, quem é? e o Arthur salta da sua cama quente e começa, tremendo, a abrir a persiana; mas antes de a alcançar, outra pancada do lado de fora e o chocalhar de uma bola de neve despedaçada no telhado de estanho da varanda cumprimentam-lhe os ouvidos.
Jump	jump	Jump.	Eh! hello, who's there? and Arthur jumps from his warm bed, and starts, shivering, to open the window-shutter; but ere he can reach it, another thump from without, and the rattle of a broken snow-ball on the tin roof of the veranda greets his ears.	Pulem.	Ó! olá, quem é? e o Arthur salta da sua cama quente e começa, tremendo, a abrir a persiana; mas antes de a alcançar, outra pancada do lado de fora e o chocalhar de uma bola de neve despedaçada no telhado de estanho da varanda cumprimentam-lhe os ouvidos.
Jungle	jungle	He explored the Amazon jungle.	Mr. Mercer, who in 1846 was the principal civil officer of Government at Badulla, sent me a jagged fragment of an elephant’s tusk, about five inches in diameter, and weighing between twenty and thirty pounds, which had been brought to him by some natives, who, being attracted by a noise in the jungle, witnessed a combat between a tusker and one without tusks, and saw the latter with his trunk seize one of the tusks of his antagonist and wrench from it the portion in question, which measured two feet in length.	Ele explorou a floresta amazônica.	O sr. Mercer, que em 1846 foi o funcionário civil mais importante do Governo em Badula, enviou-me um fragmento irregular da presa de um elefante, com cerca de cinco polegadas de diâmetro e pesando entre vinte e trinta libras, que lhe tinha sido trazido por alguns nativos, que, ao serem atraídos por um barulho na selva, testemunharam o combate entre um elefante com presas e um sem presas e viram este último com a sua tromba agarrar uma das presas do seu antagonista e arrancar-lhe a parte em questão, que media dois pés de comprimento.
Jurist	jurist				
Jury	jury	The jury believed Tom.	To make sure the instrument was ready for the harsh environment, the researchers needed to mimic the Sun’s intense heat radiation in a lab. To create a test-worthy level of heat, the researchers used a particle accelerator and IMAX projectors — jury-rigged to increase their temperature. The projectors mimicked the heat of the Sun, while the particle accelerator exposed the instrument to radiation to make sure it could measure the accelerated particles under the intense conditions.	O júri acreditou no Tom.	Para garantir que o instrumento estava pronto para o ambiente adverso, os investigadores precisaram de imitar a intensa radiação de calor do Sol num laboratório. Para criar um nível de calor digno de teste, os investigadores utilizaram um acelerador de partículas e projetores IMAX — manipulados pelo júri para aumentar a sua temperatura. Os projetores imitavam o calor do Sol, enquanto que o acelerador de partículas expunha o instrumento a radiação para se certificarem de que este podia medir as partículas aceleradas sob essas condições intensas.
Justice	justice	I want justice.	When Rhodopis was bathing, an eagle snatched one of her sandals from her maid and carried it to Memphis; and while the king was administering justice in the open air, the eagle, when it arrived above his head, flung the sandal into his lap; and the king, stirred both by the beautiful shape of the sandal and by the strangeness of the occurrence, sent men in all directions into the country in quest of the woman who wore the sandal; and when she was found in the city of Naucratis, she was brought up to Memphis, became the wife of the king, and when she died was honoured with a great tomb.	Eu quero justiça.	Quando a Rodópis estava a tomar banho, uma águia roubou uma das suas sandálias à sua criada e levou-a para Mênfis; e enquanto o rei estava a administrar justiça ao ar livre, a águia, quando se aproximou acima da sua cabeça, lançou a sandália para o seu colo; e o rei, incitado tanto pela bela forma da sandália como pela estranheza da ocorrência, enviou homens em todas as direções pelo país em busca da mulher que usava a sandália; e quando ela foi encontrada na cidade de Náucratis, ela foi trazida para Mênfis, tornou-se na esposa do rei, e quando morreu foi honrada com um grande túmulo.
Kangaroo	kangaroo	The kangaroo jumps very high.	Tom thinks that Australia is a European country full of koalas and kangaroos.	O canguru salta muito alto.	O Tom pensa que a Austrália é um país da Europa onde há muitos coalas e cangurus.
Kebab	Kebab	Let's order twenty kebabs!	In many restaurants in Turkey, kebab is the main entree.	Vamos pedir vinte kebabs!	Em muitos restaurantes na Turquia, o kebab é o prato principal.
Keep	keep	Keep it.	During the summer Chloe had many suitors, who came to Dryas and begged his daughter in marriage. Some brought presents to add weight to their suit, and some made great promises. Nape was elated and advised her husband to marry off Chloe immediately, and not to keep a girl of her age any longer at home, observing that some artful shepherd might entice her whilst she was tending her flocks, and that the best course was to secure a good match for her.	Fique com ele.	Durante o Verão, a Cloé recebeu muitos pretendentes, que acorreram ao Drias e imploraram pela sua filha em casamento. Alguns trouxeram presentes para acrescentar peso à sua petição e outros fizeram grandes promessas. A Nape ficou encantada e aconselhou o seu marido a casar imediatamente a Cloé e a não guardar mais uma rapariga da sua idade em casa, observando que algum pastor arteiro a poderia conquistar enquanto ela cuidava dos seus rebanhos e que o melhor rumo era obter um bom par para ela.
Keep	keep	Keep it.	During the summer Chloe had many suitors, who came to Dryas and begged his daughter in marriage. Some brought presents to add weight to their suit, and some made great promises. Nape was elated and advised her husband to marry off Chloe immediately, and not to keep a girl of her age any longer at home, observing that some artful shepherd might entice her whilst she was tending her flocks, and that the best course was to secure a good match for her.	Fique com ele.	Durante o Verão, a Cloé recebeu muitos pretendentes, que acorreram ao Drias e imploraram pela sua filha em casamento. Alguns trouxeram presentes para acrescentar peso à sua petição e outros fizeram grandes promessas. A Nape ficou encantada e aconselhou o seu marido a casar imediatamente a Cloé e a não guardar mais uma rapariga da sua idade em casa, observando que algum pastor arteiro a poderia conquistar enquanto ela cuidava dos seus rebanhos e que o melhor rumo era obter um bom par para ela.
Kennel	kennel	Our dog is in the kennel.	The great dog by the yard gate of a nobleman's mansion sits proudly on the top of his kennel when the sun shines, and barks at every one that passes; but if it rains, he creeps into his house, and there he is warm and dry.	O nosso cão está no canil.	O grande cão junto ao portão do pátio da mansão de um nobre senta-se orgulhosamente no topo do seu canil quando o sol brilha e ladra a todos os que passam; mas se chove, ele esgueira-se para dentro da sua casa e lá ele fica quente e seco.
Kettle	kettle	The kettle is boiling.	Don't use the iron, electric kettle, and electric stove at the same time.	A chaleira está fervendo.	Não use o ferro, a chaleira elétrica e o fogão elétrico ao mesmo tempo.
Keyboard	keyboard	I need a keyboard.	The doctor was typing so slowly that I wanted to grab the keyboard from her and type out the paragraph myself.	Eu preciso de um teclado.	A médica estava digitando tão devagar que eu queria pegar o teclado dela e digitar o parágrafo eu mesmo.
Keys	key	I lost my key.	After failing to coax Washington to stick with the Iran nuclear deal, and facing protests at home over his labor and pension reforms, French President Emmanuel Macron may find solace Thursday in Germany, where he will be given a prestigious European award for another key ambition: far-reaching goals to reform and revamp the European Union.	Eu perdi minha chave.	Depois de não conseguir persuadir Washington a aderir ao acordo nuclear iraniano e de enfrentar protestos em casa sobre as suas reformas laborais e previdenciais, o Presidente Francês Emmanuel Macron poderá encontrar consolo na quinta-feira na Alemanha, onde ele receberá um prestigioso prémio europeu por outra ambição importante: os objetivos abrangentes de reforma e renovação da União Europeia.
Kid	kid	I'm kidding.	Philetas, having given them this and further information, bade them farewell, but before they permitted him to depart, they presented him with a cheese, and a kid whose horns were just beginning to sprout.	Eu estou brincando.	Filetas, tendo-lhes dado esta e outras informações, despediu-se deles, mas antes de lhe permitirem a partida, eles ofereceram-lhe um queijo e um cabrito juvenil cujos chifres ainda estavam a começar a brotar.
Kidnap	kidnap	We were kidnapped.	Aeneas demands a search for Ascanius, who had stayed within the fleet; but Venus, who fears the queen's instability and the Cartaginean disloyalty, in order to calm her heart, decides to kidnap young Ascanius.	Nós fomos sequestrados.	Eneias manda buscar Ascânio, que ficara na frota; mas Vênus, que teme a inconstância da rainha e a deslealdade cartaginesa, para tranquilizar o coração decide raptar o jovem Ascânio.
Kidney	kidney	How are your kidneys?	In a mouse model, the scientists trained the body’s natural immune system, called innate immunity, to disarm and destroy a bacterium that causes a kidney infection, often in children.	Como estão seus rins?	Num modelo de rato, os cientistas treinaram o sistema imunitário natural do corpo, chamado imunidade inata, a desarmar e destruir uma bactéria que causa infeção renal, muitas vezes em crianças.
Kill	kill	Kill!	He told us that the train had been robbed of its gold bricks, by five men, three of whom, dressed like Indians, rifled the baggage car while the others held the passengers at bay; that the engine was hopelessly wrecked, the engineer killed; that the robbers had escaped on horseback with their booty; and that men had been sent to the nearest telegraph station to “wire” for another engine and a supply of workmen.	Mate!	Ele disse-nos que o comboio havia sido despojado dos seus blocos de ouro, por cinco homens, três dos quais, vestidos à índio, tinham pilhado o vagão das bagagens enquanto os outros mantinham os passageiros afastados; que o motor estava irremediavelmente danificado, o maquinista morto; que os assaltantes tinham fugido a cavalo com o seu espólio; e que haviam sido enviados homens até à estação telegráfica mais próxima para pedir por outro motor e uma provisão de operários.
Kilogram	Kilogram	I weigh 58 kilograms.	They include a bird-like dinosaur, dubbed the “chicken from Hell,” that was 3.5 meters from beak to tail and weighed as much as 300 kilograms; a spider that lives in the Moroccan desert and can use its gymnastic talents to cartwheel out of danger; a 23-centimeter-long walking stick common in Vietnam; and a colorful sea slug from the Japanese islands that is the missing link between slugs that feed on colonies of tiny stinging jellies and those specializing on corals.	Eu peso 58 quilogramas.	Elas incluem um dinossauro parecido a uma ave, apelidado de “galinha do Inferno”, que media 3,5 metros do bico à cauda e pesava até 300 quilogramas; uma aranha que habita no deserto marroquino e que consegue usar os seus talentos ginásticos fazendo rodas para escapar ao perigo; um bicho-pau com 23 centímetros de comprimento, comum no Vietname; e uma lesma-marinha colorida das ilhas japonesas que é o elo perdido entre as lesmas que se alimentam de colónias de minúsculas medusas e aquelas especializadas em corais.
Kilometer	Kilometer	We ran three kilometers.	The 12-minute flight, 100 kilometers to the edge of space and back, was a test of a number of new technologies, including two NASA precision descent and landing sensor systems, which could be used in future landers on the moon and Mars, and are able to intelligently identify and avoid potential hazards on target landing zones.	Nós corremos três quilômetros.	O voo de 12 minutos e de 100 quilómetros até à orla do espaço e de volta foi um teste a uma série de novas tecnologias, incluindo dois sistemas de sensores de descida e aterragem de precisão da NASA, que poderão ser utilizados em futuros aterrissadores na lua e em Marte e que são capazes de identificar e evitar de forma inteligente potenciais obstáculos nas zonas onde se pretende aterrar.
Kind	kind	Be kind.	A human being is part of the whole, called by us Universe, a part limited in time and space. He experiences himself, his thoughts and feelings as something separated from the rest — a kind of optical delusion of his consciousness. This delusion is a kind of prison for us, restricting us to our personal desires and to affection for a few persons nearest to us. Our task must be to free ourselves from this prison by widening our circle of compassion to embrace all living creatures and the whole of nature in its beauty.	Seja gentil.	Cada ser humano é parte do todo por nós chamado Universo, uma parte limitada no tempo e no espaço. Ele percebe a si mesmo, seus pensamentos e sentimentos como algo separado do resto — uma espécie de ilusão de ótica de sua consciência. Essa ilusão é qual uma prisão para nós, pois nos restringe aos nossos desejos pessoais e à afeição que temos por reduzido número de pessoas bastante próximas de nós. O que precisamos fazer é libertar-nos desse cárcere ampliando a esfera de nosso amor, de modo a abraçar todas as criaturas vivas e a natureza inteira em sua beleza.
Kindness	kindness	I appreciate your kindness.	"An old man told his grandson, ""My son, there is a battle between two wolves inside us all. One is evil. It is anger, jealousy, greed, resentment, inferiority, lies and ego. The other is good. It is joy, peace, love, hope, humility, kindness, empathy and truth."" The boy thought about it and asked, ""Grandfather, which wolf wins?"" The old man quietly replied, ""The one you feed."""	Eu agradeço sua gentileza.	"Um velho disse a seu neto, ""Meu filho, há uma batalha entre dois lobos dentro de todos nós. Um é mau. Ele é raiva, ciúme, ganância, ressentimento, inferioridade, mentiras e ego. O outro é bom. Ele é alegria, paz, amor, esperança, humildade, gentileza, empatia e verdade."" O menino pensou a respeito e perguntou, ""Avô, qual lobo vence?"" O velho respondeu tranquilamente, ""Aquele que você alimentar."""
King	king	The king came.	This was what she did: she touched with her wand everything in the palace (except the King and Queen),—governesses, maids of honor, ladies of the bedchamber, gentlemen, officers, stewards, cooks, undercooks, kitchen maids, guards with their porters, pages, and footmen; she likewise touched all the horses which were in the stables, the cart horses, the hunters and the saddle horses, the grooms, the great dogs in the outward court, and little Mopsey, too, the Princess's spaniel, which was lying on the bed. As soon as she touched them they all fell asleep, not to awake again until their mistress did, that they might be ready to wait upon her when she wanted them.	O rei veio.	Foi isto o que ela fez: ela tocou com a sua varinha em tudo no palácio (exceto no rei e na rainha), — governantas, damas de honra, damas de quarto, cavalheiros, oficiais, mordomos, cozinheiros, ajudantes de cozinha, criadas de cozinha, guardas com os seus carregadores, pajens e lacaios; ela também tocou em todos os cavalos que estavam nos estábulos, nos cavalos de carroça, nos caçadores e nos cavalos de sela, nos cavalariços, nos grandes cães no pátio externo e também no pequeno Mopsey, o spaniel da Princesa, que estava deitado na cama. Assim que ela lhes tocou, todos eles adormeceram, para não voltarem a acordar até que sua patroa o fizesse, de modo a estarem prontos para atendê-la quando ela os desejasse.
King	king	The king came.	This was what she did: she touched with her wand everything in the palace (except the King and Queen),—governesses, maids of honor, ladies of the bedchamber, gentlemen, officers, stewards, cooks, undercooks, kitchen maids, guards with their porters, pages, and footmen; she likewise touched all the horses which were in the stables, the cart horses, the hunters and the saddle horses, the grooms, the great dogs in the outward court, and little Mopsey, too, the Princess's spaniel, which was lying on the bed. As soon as she touched them they all fell asleep, not to awake again until their mistress did, that they might be ready to wait upon her when she wanted them.	O rei veio.	Foi isto o que ela fez: ela tocou com a sua varinha em tudo no palácio (exceto no rei e na rainha), — governantas, damas de honra, damas de quarto, cavalheiros, oficiais, mordomos, cozinheiros, ajudantes de cozinha, criadas de cozinha, guardas com os seus carregadores, pajens e lacaios; ela também tocou em todos os cavalos que estavam nos estábulos, nos cavalos de carroça, nos caçadores e nos cavalos de sela, nos cavalariços, nos grandes cães no pátio externo e também no pequeno Mopsey, o spaniel da Princesa, que estava deitado na cama. Assim que ela lhes tocou, todos eles adormeceram, para não voltarem a acordar até que sua patroa o fizesse, de modo a estarem prontos para atendê-la quando ela os desejasse.
Kiosk	Kiosk				
Kiss	kiss	Kiss me.	Everyone knows that by far the happiest and universally enjoyable age of man is the first. What is there about babies which makes us hug and kiss and fondle them, so that even an enemy would give them help at that age?	Me beija.	Todo o mundo sabe que, decididamente, a mais feliz e universalmente agradável das idades do homem é a primeira. Que será que têm as crianças que nos faz abraçá-las, beijá-las e acarinhá-las, de maneira que até um inimigo lhes ofereceria ajuda naquela idade?
Kite	kite	Let's fly kites.	The eagle, king of birds, looks on the sun. The vulture and the raven feed on carrion. The kite pursues chickens.	Vamos empinar pipa.	A águia, rei dos pássaros, olha para o sol. O abutre e o corvo alimentam-se da carniça. O milhafre procura as galinhas.
Kite	kite	Let's fly kites.	The eagle, king of birds, looks on the sun. The vulture and the raven feed on carrion. The kite pursues chickens.	Vamos empinar pipa.	A águia, rei dos pássaros, olha para o sol. O abutre e o corvo alimentam-se da carniça. O milhafre procura as galinhas.
