English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
storm	tempestade	The storm.	The storm will continue through the day and the Weather Service has declared a stockman's and traveler's advisory for all areas outlying the Denver metro region.	A tempestade.	A tempestade continuará e o serviço meteorológico... A tempestade continuará e o serviço meteorológico para colher pastores de gado e automobilistas...
stormy	tormentoso	In stormy weather, in winds that howl. I shelter the children in safety at home.	In stormy weather, in winds that howl. I shelter the children in safety at home.	Está tormentoso o tempo e é violento o vento, tentei abrigar as crianças em segurança no lar,	Está tormentoso o tempo e é violento o vento, tentei abrigar as crianças em segurança no lar,
stove	fogão	It's my oven.	Pablo could never remember having been warm enough... and so his closest companion was SmokeyJoe... his little stove.	È o meu fogão.	O Pablo não se lembra de alguma vez ter tido calor. Por isso, o seu fiel companheiro é o Zé Fuligem, o fogão.
stowaway	clandestino	Mr. Grainger, this gentleman is a confessed stowaway.	Mr. Grainger, this gentleman is a confessed stowaway.	Sr. Grainger, este cavalheiro é um clandestino confesso.	Sr. Grainger, este cavalheiro é um clandestino confesso.
straighten	endireitar	Shall we get the bed straight?	I want the Board to know that George gave up his trip to Europe to help straighten things out here these past few months.	Vamos endireitar a cama?	Quero que o Quadro saiba que o George desistiu da viagem à Europa para ajudar a endireitar as coisas aqui nestes últimos meses.
strange	estranho	Odd.	Now remember that all the newtonian concepts were based on things that could actually be seen or at least visualized but what they were now finding in this strange and unexpected world were concepts that could no longer be visualized.	É estranho.	Lembrem-se de que todos os conceitos newtonianos... baseavam-se em coisas que podiam ser vistas... ou ao menos visualizadas. Mas o que estavam descobrindo neste mundo estranho e novo... eram conceitos que não podiam mais ser visualizados.
strategy	estratégia	I've made my move.	The Allied ground commander Alexander and his colleagues were faced with the unpleasant realities of their Mediterranean strategy.	Mudei a estratégia.	O comandante aliado General Alexander e seus camaradas enfrentavam a difícil realidade da estratégia do Mediterrâneo.
straw	Palha				
straw	Palha				
Strawberry	Morango				
street	rua	Down 49th!	I've just been thinking seeing how you control all the gambling in this town and I get 10 percent of the take what would happen to my livelihood if you went out and got yourself shot?	Pela rua 49!	Eu estava a pensar... ao ver como controla o jogo nesta cidade... e eu a ficar com 10 por cento disso... o que acontecerá à minha parte se você sair a rua e for morto?
strenght	força	Kick me.	"He felt the strength of the great fish moving steadily toward what he had chosen... ... and he thought, ""When once through my treachery... ... it had been necessary for him to make a choice... ... his choice had been to stay in the deep water... ... far out beyond all snares and traps and treacheries."	Chute-me com força.	"Ele sentiu a força do grande peixe _BAR_ movendo-se na direcção escolhida... e pensou: ""Quando ele percebeu _BAR_ a minha traição... precisou fazer uma escolha... e sua escolha foi manter-se _BAR_ em águas profundas... bem além de todas as ciladas, _BAR_ armadilhas e traições."
stress	estresse	Don't strain yourself now...	Don't strain yourself now...	Não se preocupe, não se estresse.	Não se preocupe, não se estresse.
stretcher	maca	Gurney!	See if they have a stretcher at the police station.	A maca.	Veja se têm uma maca na esquadra da polícia. Levem-no para lá.
strict	rigoroso	I hear you had a bad winter.	How do you fail an exam like this?	Soube que tiveram um inverno rigoroso.	Uma pessoa tem de estar bem, depois de tal rigoroso exame.
strike	ataque	Attack.	So I had to order our planes to attack... because I didn't have the moral right... to sacrifice our men... for the protection of Mr. Allende's private guards... who were nothing but professional agitators... who had been trained abroad.	Ao ataque.	Assim, tive que ordenar o ataque aéreo. Porque não tinha o direito, moralmente, de sacrificar os nossos soldados para poupar a guarda do Sr. Allende, que não eram senão agitadores profissionais. Treinados no estrangeiro.
striker	atacante	The offensive force it would be divided in two.	First is the time you passed out on the Bridge and the second is when we fired our main phasers into that force that is attacking us and seriously injured you.	A força atacante seria dividida em duas.	Primeiro, a altura em que desmaiou na ponte e, segundo, quando disparámos os phasers contra a força atacante e a magoámos gravemente.
string	corda	Hello.	Then he'd send them back from the gold cord to the blue, and they'd leave the blue cord to mysteriously tie themselves in the gold cord.	Dêem-lhe corda suficiente e ele enforca-te.	Então, mandava-os de volta à corda azul... e eles deixavam a corda azul... para misteriosamente se darem a si mesmos na corda dourada.
strip	faixa	I'm a brown belt.	The ancient Greeks explained that diffuse band of brightness in the night sky as the milk of the goddess Hera squirted from her breast across the heavens.	Sou faixa marrom.	Os antigos Gregos explicavam, aquela difusa faixa de luz no céu nocturno, como sendo o leite da deusa Hera, esguichado do seu peito pelos céus fora.
stroke	derrame	The task ahead promised no less bloodshed. And it was undertaken in good spirits and high confidence.	The task ahead promised no less bloodshed. And it was undertaken in good spirits and high confidence.	A tarefa adiante não prometia menos derrame de sangue, no entanto, foi empreendida com bom espírito e alta confiança.	A tarefa adiante não prometia menos derrame de sangue, no entanto, foi empreendida com bom espírito e alta confiança.
stroke	derrame	The task ahead promised no less bloodshed. And it was undertaken in good spirits and high confidence.	The task ahead promised no less bloodshed. And it was undertaken in good spirits and high confidence.	A tarefa adiante não prometia menos derrame de sangue, no entanto, foi empreendida com bom espírito e alta confiança.	A tarefa adiante não prometia menos derrame de sangue, no entanto, foi empreendida com bom espírito e alta confiança.
strong	Forte	Fort Nomie.	Gentlemen, with the regiment leaving for a winter campaign in the morning, and the women and children being sent to Fort Bliss, I am sure you have many arduous and difficult tasks to perform.	Forte Nomie.	Cavalheiros, como o regimento irá partir para uma campanha no Inverno pela manhã e as mulheres e crianças serão enviadas para Forte Bliss, tenho a certeza de que tem muitas tarefas árduas e difíceis a executar.
stubborn	teimoso	I was to big.	I shouldn't worry too much, miss. He's a very headstrong young man, is our Mr. Leo.	Era teimoso.	Não se preocupe por ele, senhorita, é um homem muito teimoso.
student	aluna	Armand's pupil invited us.	In the very difficult accomplishment... of getting married... I fear my sweet and clever pupil... has far outstripped her teacher.	Uma aluna do Armand convidou-nos.	Na muito difícil consumação... de se casar, tenho medo que a minha querida e esperta aluna... exceda todas as expectativas da sua professora.
study	estudar	Come down and study.	You have to take outside classes in your major field and study ballet, modern, folk, jazz, tap and historical dance here as well as dance history, supported adagio variation class, makeup, hairstyling and even acting for dancers.	Desce e vem estudar.	Têm de ter explicações no campo de sua especialidade, e estudar ballet, dança moderna, jazz, sapateado e dança histórica e História da Dança, adágio de apoio, classe de variação, maquilhagem, e até representação para bailarinos.
study	estudar	Come down and study.	You have to take outside classes in your major field and study ballet, modern, folk, jazz, tap and historical dance here as well as dance history, supported adagio variation class, makeup, hairstyling and even acting for dancers.	Desce e vem estudar.	Têm de ter explicações no campo de sua especialidade, e estudar ballet, dança moderna, jazz, sapateado e dança histórica e História da Dança, adágio de apoio, classe de variação, maquilhagem, e até representação para bailarinos.
stuff	material	It was misty.	Listen, look, very simply, musicologically and ethnically these Rutles were essentially empirical main-longuees, so they rhythmically radical yet verbally passé and temporarily transcended lyrical content welded with historically innovative melodical material, transposed and transmogrified by the angst of the Rutland ethic experience, which elevated them from essentially alpha exponents of, in essence merely beta potential harmonic material into the prime cultural exponents of Aeolian codensic cosmic stanza form.	Esta precisão dá uma bela ideia da perfeição do material fotográfico.	"Escutem, olhando muito simplesmente... sob o ponto de vista musicológico e étnico, Os Rutles foram essencialmente uma amálgama empírica... ritmicamente radicais mas verbalmente obsoletos... e de um conteúdo lírico temporariamente transcendente, o todo ligado por um material melódico inovador... transposto e transmografado... pelo ""Angst"" de ética da experiência rutlandiana... que os elevou do nível alfa de exposição... ao degrau beta de um som potencialmente harmônico... até fazer deles os expoentes da cultura primordial... do estádio cósmico olio-cadênsico."
stun	atordoar	Put your phaser on stun.	Phaser team, set ready for heavy stun.	Coloque o seu phaser em atordoar.	Equipa de phasers, a postos para atordoar.
stuntman	dublê				
stylish	à moda				
submarine	submarino	It's a u-boat.	Eskimo hunter reports two days ago seeing object proceeding due west through Hudson Straits. May be German submarine U-37.	É um submarino.	Caçador esquimó informa que há dois dias viu objecto avançar para oeste através dos Estreitos de Hudson, talvez o submarino U-37 alemão.
submission	submissão	Hitler had his Siegfried Line, he had his equipment... ..he had his army. now to unveil the German might, and terrorize his intended victims... ..into submission.	Hitler had his Siegfried Line, he had his equipment... ..he had his army. now to unveil the German might, and terrorize his intended victims... ..into submission.	Hitler tinha sua Linha Sentinela, seu equipamento,... e seu exército, prontos para submeter à vontade dos alemães... e aterrorizá-los como vítimas, à submissão.	Hitler tinha sua Linha Sentinela, seu equipamento,... e seu exército, prontos para submeter à vontade dos alemães... e aterrorizá-los como vítimas, à submissão.
submissive	submisso				
subscriber	assinante				
subsidy	subvenção	Yes, he mentioned you were asking for a grant.	Yes, he mentioned you were asking for a grant.	Sim, mencionou que estava pedindo uma subvenção.	Sim, mencionou que estava pedindo uma subvenção.
Substitute	Substituto				
substraction	subtração				
subtitle	legenda	You see this frozen image of a guy with a caption underneath.	You see this frozen image of a guy with a caption underneath.	Vemos a foto de um tipo, imóvel com uma legenda por baixo.	Vemos a foto de um tipo, imóvel com uma legenda por baixo.
suburb	subúrbio				
succeed	sucesso	We'll succeed.	L have successfully penetrated... the next chamber of the alien's interior... and I'm witnessing some sort of dimensional image... which I believe to be a representation... of V'Ger's home planet.	Vamos ter sucesso.	Eu penetrei com sucesso... na câmara seguinte do interior do alienígena... e eu estou testemunhando algum tipo de imagem dimensional... o qual eu acredito ser uma representação... do planeta natal de V'Ger.
success	sucesso	We'll succeed.	L have successfully penetrated... the next chamber of the alien's interior... and I'm witnessing some sort of dimensional image... which I believe to be a representation... of V'Ger's home planet.	Vamos ter sucesso.	Eu penetrei com sucesso... na câmara seguinte do interior do alienígena... e eu estou testemunhando algum tipo de imagem dimensional... o qual eu acredito ser uma representação... do planeta natal de V'Ger.
successor	sucessor	Now to the matter of your successor.	And I intend to present you to the leaders of the empire, openly, as my successor.	Agora quanto ao seu sucessor.	E pretendo lhe apresentar abertamente aos líderes do Império como meu sucessor.
suddenly	De repente				
suddenly	De repente				
Sugar	Açúcar				
suggestion	sugestão	But I must decline.	Eve Harrington has never by word, look, thought or suggestion indicated anything to me but adoration for you and happiness at our being in love.	Mas ... --devo recusar essa sugestão.	A Eve nunca, por palavras, olhar, pensamento ou sugestão me indicou outra coisa senão adoração por ti e felicidade pela nossa relação.
suicidal	suicida	J.D., don't you send my baby brother on a suicide mission.	A vital region which will inevitably fall to the Communists should our president's suicidal no-win policy prevail.	J.D., não vais dar uma missão suicida ao meu mano mais novo.	Uma região vital que inevitavelmente se tornará a favor dos comunistas será que a política suicida de não-vencer apoiada pelo nosso presidente prevalecerá.
suit	Traje				
summarize	resumir	My wife doesn't think I'd better sum it up in that one word.	My wife doesn't think I'd better sum it up in that one word.	A minha mulher pensa que faria melhor não resumir a questão nessa palavra.	A minha mulher pensa que faria melhor não resumir a questão nessa palavra.
summary	resumo	What is it all about?	Substantially... this is what happened to Louise.	Só um resumo.	Em resumo foi isto que aconteceu com Louise.
summer	verão	What a summer!	When I was 15, and my family came to the island for the summer... ... there weren't nearly as many houses or people as there are now.	Que verão terrível!	Quando tinha 15 anos e viemos para a ilha passar o verão... não havia tantas casas, ou pessoas, como agora.
Sun	Sol	It's the sun!	If we view the solar system edge on and move the sun off-screen to the left we see that the small terrestrial planets the ones about as massive as Earth, tend to be close to the sun.	Sol traiçoeiro!	Se observarmos o sistema solar de lado, e deslocar-mos o Sol para a esquerda e para fora, vemos que os pequenos planetas terrestres, esses que são tão maciços como a Terra, tendem a aproximar-se do Sol.
Sunday	Domingo	Right? Goodbye.	The blow-up came the Sunday my parents invited Therese, a girl I'd met at a Catholic Farm Youth seminar.	Domingo às quatro, aqui.	Só se despoletou, verdadeiramente, no Domingo em que os meus pais convidaram a Therèse, Uma rapariga que eu tinha conhecido num seminário de jovens agricultores católicos.
Sundown	pôr do sol				
sunglass	oculos de sol				
sunni	sunita				
sunny	ensolarado				
sunscreen	protetor solar				
superficial	superficial	But, you know, it's superficial.	I'm very shallow and empty and I have no ideas and nothing interesting to say.	Mas, sabem, é superficial.	Eu sou muito superficial e oca, não tenho ideias e nada de interessante para dizer.
superlative	superlativo				
supermarket	supermercado	I've met your wife at the supermarket.	Fred isn't going to be satisfied with that job at the drugstore.	Conheci a sua mulher no supermercado.	Fred não vai sentir-se satisfeito com aquele trabalho no supermercado.
superstitious	supersticioso	Superstitious, blundering idiot!	Maybe I shouldn't tell you this but he's superstitious about saying the name of a product before he has the account.	Idiota supersticioso e imprudente!	Talvez näo devesse dizer-lhe isto, mas ele é supersticioso quanto a dizer o nome do produto antes de fechar o contrato.
supervisor	Supervisor				
supple	flexível				
suppository	supositório				
suppression	supressão	Rebellion against suppression.	Rebellion against suppression.	Rebelião contra supressão.	Rebelião contra supressão.
sura	sura				
sure	claro	-Yeah	Of course one knows one half of humanity is trying to wipe out the other half, but... up here among the mountains and the spruce forests... one sees it in perspective. So that it — it seems almost unimportant.	Sim, claro.	É claro que sabemos que metade da humanidade está a tentar aniquilar a outra metade mas... aqui entre as montanhas e as florestas de espruce, vemo-la em perspectiva; por isso não parece muito importante.
surely	certamente	Certainly not!	My superiors will probably understand your difficulties, but since they will certainly reduce your income till their orders are obeyed,	Não certamente que não!	Os meus superiores irão provávelmente compreender as suas dificuldades, mas por isso eles irão certamente reduzir os seus rendimentos até as suas ordens serem cumpridas,
Surfer	Surfista				
surfing	surf	I love you. You're crazysurfing in the middle of winter.	I love you. You're crazysurfing in the middle of winter.	Estás louca, fazer surf em pleno Inverno.	Estás louca, fazer surf em pleno Inverno.
surgeon	cirurgião	I'd prefer my surgeon.	Two of the survivors are the expedition surgeon, Dr. Coleman, and the leader of the expedition, Dr. Janice Lester.	Preferia o meu cirurgião.	A situação deles é desesperada. Dois dos sobreviventes são o cirurgião Dr. Coleman e a chefe da expedição, a Dra. Janice Lester.
surprise	surpresa	A surprise...	To the surprise of a lot of scientists on a scale of hundreds of millions of light-years the galaxies turn out not to be strewn at random or concentrated in clusters of galaxies but instead, strung out along odd, irregular surfaces, like this.	Uma surpresa...	Para grande surpresa de muitos cientistas, numa escala de centenas de milhões de anos-luz, as galáxias parecem não se espalhar ao acaso, ou concentrar-se em grupos de galáxias, mas em vez disso, estarem dispostas, ao longo de excêntricas e irregulares superfícies como esta.
surprise	surpresa	A surprise...	To the surprise of a lot of scientists on a scale of hundreds of millions of light-years the galaxies turn out not to be strewn at random or concentrated in clusters of galaxies but instead, strung out along odd, irregular surfaces, like this.	Uma surpresa...	Para grande surpresa de muitos cientistas, numa escala de centenas de milhões de anos-luz, as galáxias parecem não se espalhar ao acaso, ou concentrar-se em grupos de galáxias, mas em vez disso, estarem dispostas, ao longo de excêntricas e irregulares superfícies como esta.
surprising	surpreendente	As ravishing as ever.	This was the more surprising since I had recently sent his lordship by special messenger four casks of French brandy.	Não é surpreendente.	Isto era tão surpreendente como o que recentemente enviei a sua senhoria... A mercadoria foi entregue.
surrealist	surrealista				
surrender	render	-He must surrender.	"When I finally say, ""I love you,"" and mean it, it'll be like a defeated general, surrendering and handing his sword to his enemy."	-Ele deve se render.	"Quando eu disser: ""Eu te amo"" e realmente o sentir... serei como um general vencido... ao se render e entregar a espada ao inimigo."
surrender	render	-He must surrender.	"When I finally say, ""I love you,"" and mean it, it'll be like a defeated general, surrendering and handing his sword to his enemy."	-Ele deve se render.	"Quando eu disser: ""Eu te amo"" e realmente o sentir... serei como um general vencido... ao se render e entregar a espada ao inimigo."
surveilance	vigilância	Photos and so on.	My friends, the most effective means of preventing such evils... in this work relief program... will be the eternal vigilance of the American people themselves.	Antes de começar a vigilância.	O recurso mais efectivo para prevenir tais desgraças... neste programa de assistência... será a constante vigilância do povo americano.
survey	pesquisa	From Paris?	Light was the motif of the age the symbolic enlightenment of freedom of thought and religion the light that suffused the paintings of the time and light as an object of scientific study.	Eu vou ia numa viagem de pesquisa.	A idéia de luzes constituía na época, um dos lemas, a concepção iluminada da liberdade de pensamentos e de religião, a luz sempre presente nos quadros da época, e luz como um objeto de pesquisa científica.
survivor	sobrevivente	George Tanner is an opportunist, a survivor.	We are indebted to Timothy Ryan, bugler, 5th United States Cavalry... the company's sole survivor, for his diary... the only existing record of this tragedy, and the campaign that followed.	O George Tanner é um oportunista, um sobrevivente.	Devemos a Timothy Ryan, o corneteiro da 5ª Cavalaria dos Estados Unidos, único sobrevivente da companhia, pelo seu diário, o único registo existente desta tragédia e da campanha que se lhe seguiu.
susceptibility	suscetibilidade				
suspect	suspeito	And I suspect no one.	Now that, I trust, will end any comparison between my brother and myself... and any conjecture as to who the logical suspect might be.	E näo suspeito de ninguém.	Creio que isso porá fim à comparação entre mim e o meu irmão e a quaisquer conjecturas sobre quem possa ser o suspeito lógico.
suspicious	suspeito	And I suspect no one.	Now that, I trust, will end any comparison between my brother and myself... and any conjecture as to who the logical suspect might be.	E näo suspeito de ninguém.	Creio que isso porá fim à comparação entre mim e o meu irmão e a quaisquer conjecturas sobre quem possa ser o suspeito lógico.
sustainable	sustentável				
swab	cotonete	Yeah, it felt like a wet Q-tip	Yeah, it felt like a wet Q-tip	Parecia um cotonete molhado, certo?	Parecia um cotonete molhado, certo?
swahili	suaíli				
swallow	engolir	I could barely get it down.	Everything had been organised for the Professor to swallow every last drop of my piss. At the same moment, his penis, confused by victory, cried tears of blood over me.	Mal consegui engolir.	A coisa tinha sido organizada de forma a que o professor conseguisse engolir até à última gota do meu mijo ao mesmo tempo que o seu pénis, confuso pela vitória, chorasse sobre mim lágrimas de sangue.
swallow	engolir	I could barely get it down.	Everything had been organised for the Professor to swallow every last drop of my piss. At the same moment, his penis, confused by victory, cried tears of blood over me.	Mal consegui engolir.	A coisa tinha sido organizada de forma a que o professor conseguisse engolir até à última gota do meu mijo ao mesmo tempo que o seu pénis, confuso pela vitória, chorasse sobre mim lágrimas de sangue.
swamp	pântano	Swamp gas.	Everybody know that work on the swamp, he catch hard luck... on his family and children's children.	Gases do pântano.	Não conseguem meter na cabeça... que o governo está a drenar esse pântano para vosso benefício?
sweat	suor	Oh, yeah, no sweat.	Ladies bathed before noon, after their 3:00 naps... and by nightfall were like soft tea cakes... with frosting 's of sweat and sweet talcum.	Oh, sim, sem suor.	As senhoras tomavam banho de manhã, e depois da sesta à tarde... e ao cair da noite pareciam bolinhos... devido ao suor e às camadas de pó de talco.
sweaty	suado	Keep those covers on. You're all sweaty.	I imagine you've had to rub and sweat, even for every penny you've made and everything you've wanted to build.	Tapa-te, que estás todo suado.	Imagino que tenha trabalhado e suado muito por cada tostão que tem e por tudo o que quis construir. Eu?
sweep	varrer	A blast of grapeshot might sweep the deck clean.	They're gonna swoop down and scoop you up so fast it'd make your head swim.	Uma rajada de metralhadora Podia varrer a coberta.	Vão varrer tudo e vão encontrá-los tão rápido que nem se vão aperceber.
Sweet	Doce	Sweet Iris.	"He played on the banks of the Rio Doce, the ""sweet river"". That's where we are."	Doce Iris.	No Rio Doce... é onde estamos agora.
swell	inchar				
swimming	natação	The old man was a diving champ in his time.	The old man was a diving champ in his time.	É estranho, o velho foi campeão de natação em jovem.	É estranho, o velho foi campeão de natação em jovem.
Swimsuit	roupa de banho				
swindle	trapacear	You know enough to cheat the casino... the casino hates you.	You know enough to cheat the casino... the casino hates you.	Sabem o suficiente para trapacear o cassino. O cassino odeia vocês.	Sabem o suficiente para trapacear o cassino. O cassino odeia vocês.
swing	balanço	Steadily.	That's because of the swaying of the boat.	Sem balanço.	Não, é... É do balanço do navio, meu Sargento-Ajudante!
switch	trocar	Come on, let's change.	e in we saw changing them to cookies or chocolates for a prepared meal for one of the German families e they in had shown photographs to them of relatives, without uniforms, e the flat soldiers had shown photographs of its families.	Anda, vamos trocar de roupa.	e demos por nós a trocar biscoitos ou chocolates por uma refeição cozinhada por uma das famílias alemãs e elas mostraram-nos fotografias de parentes, sem uniformes, e os soldados rasos mostraram fotografias das suas famílias.
Switzerland	Suíça	It's Swiss.	""" We demand the release of Palestinian in Israel, FRG, France, Switzerland and Kenya. """	É da Suíça.	"""Exigimos a libertação de palestinianos em Israel, RFA, França, Suíça e Quénia."""
syllable	sílaba	Second syllable.	First syllable...	Segunda sílaba.	Primeira sílaba.
symbol	símbolo	AND THE NEXT SYMBOL	But here, above the monster Amensit, who, as you can see, is part crocodile, part lion and part hippo, and who waits to devour the heart of the dead man is the glyph for a house.	E o próximo símbolo...	Mas aqui, acima do monstro Amensit, que, como podem notar, é parte crocodilo, leão e hipopótamo, e aguarda para devorar o coração do defunto, está o símbolo de uma casa.
symbolic	simbólico				
symmetrical	simétrico				
synagogue	sinagoga				
synonym	sinônimo				
syphili	sífilis				
Syria	Síria	Virgilianus, proconsul of Syria.	We have famine. Not only in our provinces of Syria and Egypt, but also in Armenia, Cappadocia,	Virgiliano, Procônsul da Síria.	Existe fome, não só nas nossas províncias da Síria e Egito, mas também na Armênia, Capadócia e Arábia.
syrup	xarope	And some Hershey bars and... some cough drops.	[Chuckles] No, Templer. I'll have my usual raspberry syrup drink.	Umas tabletes de chocolate e xarope para a tosse.	Não, eu vou querer o xarope de framboesa.
t	t				
true	verdadeiro	huh?	"""Police believe the impostor who escaped from Green Manors ""to be the patient who visited the real Dr. Edwardes ""in the Cumberland Mountains the day that the noted psychiatrist disappeared."	Não preciso do copo, necessito apenas do garrafão. Um verdadeiro montanhês, hem?	A policia acredita que o impostor que fugiu de Green Manors... é o paciente que visitou o verdadeiro Dr. Edwardes... nas montanhas Cumberland no dia do seu desaparecimento.
table	tabela	Let me have his frequency table.	Pick up the table and the recorder while I tie	Dê-me a tabela clínica.	Pegar a tabela e o gravador enquanto eu ATO
table	tabela	Let me have his frequency table.	Pick up the table and the recorder while I tie	Dê-me a tabela clínica.	Pegar a tabela e o gravador enquanto eu ATO
tablecloth	toalha de mesa				
tablecloth	toalha de mesa				
tactic	tática	I'll try to think of another gambit.	It's not for nothing that they have blood relations at all Wuropean courts, and are therefore intimately acquainted with what goes on at these courts... and in the countries they preside over... in this century of ibdustry and progress.	Vou pensar noutra tática.	os negócios judeus florescem como nunca antes. A Casa de Rothschild é apenas um exemplo do uso desta tática pelos judeus... para espalhar suas redes de influência financeira sobre os trabalhadores.
tadpole	girino				
tail	rabo	In the ass.	My grandmother would wake my ass up, you know, get your ass out... put your hand... put your... don't you run from me, don't you run-from-me.	No rabo.	"A minha avó ia acordar-me. ""Tira-me esse rabo... ""Tira a mão."
tail	rabo	In the ass.	My grandmother would wake my ass up, you know, get your ass out... put your hand... put your... don't you run from me, don't you run-from-me.	No rabo.	"A minha avó ia acordar-me. ""Tira-me esse rabo... ""Tira a mão."
tailor	alfaiate	I'm going to see my tailor.	Two hours ago, I told you to get the tailor make everything ready for the fitting.	Passo pelo meu alfaiate e vou-te buscar.	Há duas horas, disse para chamares o alfaiate e para preparares tudo para a prova.
Taiwan	Taiwan	There's a Ralph P. Waterford known in Taiwan as the secretary-general for the World Campaign Against Communism, Inc.	There's a Ralph P. Waterford known in Taiwan as the secretary-general for the World Campaign Against Communism, Inc.	Há um Ralph P. Waterford conhecido em Taiwan como secretário-geral para a Campanha Mundial Contra o comunismo, Inc.	Há um Ralph P. Waterford conhecido em Taiwan como secretário-geral para a Campanha Mundial Contra o comunismo, Inc.
take	leva	I'll hit her again.	And because the German nation's master race in its pride and confidence, bravely and daringly demands leadership, the people in ever-growing numbers pledge allegiance to our leadership.	E ainda leva mais!	E porque esta raça da nação alemã leva a um império e a um povo corajoso e audaz, o povo decidiu, cada vez em maior número, aprovar e levar a cabo esta decisão.
take	leva	I'll hit her again.	And because the German nation's master race in its pride and confidence, bravely and daringly demands leadership, the people in ever-growing numbers pledge allegiance to our leadership.	E ainda leva mais!	E porque esta raça da nação alemã leva a um império e a um povo corajoso e audaz, o povo decidiu, cada vez em maior número, aprovar e levar a cabo esta decisão.
talk	conversa	Later.	(translator) It was I who, both as an expert and as the chairman of the commission, had to have a long conversation with Käthe Hausermann. Her first approach to us was one of trepidation.	A gente depois conversa.	Fui eu, como perito e como presidente da comissão, que tive uma longa conversa com Kathe Heusemann.
talk	conversa	Later.	(translator) It was I who, both as an expert and as the chairman of the commission, had to have a long conversation with Käthe Hausermann. Her first approach to us was one of trepidation.	A gente depois conversa.	Fui eu, como perito e como presidente da comissão, que tive uma longa conversa com Kathe Heusemann.
talk	conversa	Later.	(translator) It was I who, both as an expert and as the chairman of the commission, had to have a long conversation with Käthe Hausermann. Her first approach to us was one of trepidation.	A gente depois conversa.	Fui eu, como perito e como presidente da comissão, que tive uma longa conversa com Kathe Heusemann.
tall	alta	Highest score.	Moreover, the cooperation between the Navy e the Air Force in the land also it was sufficiently bad had the fight ridicule between officers of high patent in the Government.	À melhor de três lançamentos. Ganha a pontuação mais alta.	Para além disso, a cooperação entre a Marinha e a Força Aérea no terreno também era bastante má devido a quezílias ridículas entre oficiais de alta patente no Governo.
tank	tanque	A tank!	You can't ablate human beings, nor stick electrodes in their skulls so I have to use a trance-inducing technique and the isolation tank seemed the least risky.	Um tanque.	Mas não podes prender seres humanos e colocar eléctrodos no crânio... eu uso uma técnica de transe induzido... e o tanque de isolamento é o menos arriscado.
tan	bronzeado	Only your lack of sunburn.	Only instead of a suntan, you get your brain cells rearranged.	Tão só sua falta de bronzeado.	Só que em vez de bronzeado ficas com as celúlas cerebrais realinhadas.
tar	alcatrão	I'm tarred and feathered, that's all.	I'm tarred and feathered, that's all.	Tenho alcatrão e penas, nada mais.	Tenho alcatrão e penas, nada mais.
tarantula	tarântula				
target	alvo	Stay on target.	Iwo Jima, 13 km2 of volcanic rock, but the 600 miles of the coast of Japan, it was the target of the following passage, through the Central Pacific.	Continua para o alvo.	Iwo Jima, 13 km2 de rocha vulcânica, apenas a 600 milhas da costa do Japão, era o alvo do percurso seguinte, através do Pacífico Central.
task	tarefa	Makes my task difficult.	A number of far-right terrorist groups, notably the P.A.F. and the S.T.I.C., say they'll meet the challenge of the extreme left and contribute to this operation of total subversion.	Dificulta-me a tarefa.	Parece que vários grupos terroristas de extrema direita, nomeadamente o P.A.F. e o S.T.I.C., vão aceitar o desafio da extrema esquerda e a entrar em acção, colaborando com essa tarefa de subversão completa e definitiva.
tasty	gostoso	Be so sweet	-that was a very nice time.	Seria tão gostoso	-foi um tempo muito gostoso.
tattoo	tatuagem	A sailor's not a sailor Till a sailor's been	A sailor's not a sailor Till a sailor's been	Um marujo não é marujo Até um marujo ter uma... tatuagem	Um marujo não é marujo Até um marujo ter uma... tatuagem
taut	tenso	Don't tense.	In these hours he can feel his body tightening	Não estejas tenso.	Nessas horas ele sente o corpo tenso.
tax	imposto	Just the town planning tax.	And you are so rich... that there is a special department in the United States Treasury... which works only on your income tax report.	Só o imposto local.	E é tão rico que há um departamento especial no Ministério das Finanças americano só para calcular o seu imposto fiscal.
taxis	Táxis				
taxi	Táxi	Taxi.	Taxi. Pat!	Táxi...	Táxi.
Taxpayer	Contribuinte				
tea	chá	No, tea.	I was making another stab at playing piano... in a Right-bank tearoom with high price tags... superlative view of aging hags, double chins and tummy-sags... on cream-puff orgies and macaroon jags... money stuffed in designer bags... rings and minks from fashion mags.	Não, chá.	Fiz outra tentativa como tocador de piano num salão de chá para gente rica. Conversadores gordos a tomar chá. Grande ostentação.
teach	Ensinar				
teacher	professora	Bonjour, Miss Lumley.	I don't do that, but goodwill doesn't keep the finance companies and the landlords off my back. What's fair is fair. just drink your orange juice, will you?	Bom Dia, professora Lumley.	Na verdade, eram cinco meninas de Vermont que tinham perdido a professora.
teacher	professora	Bonjour, Miss Lumley.	I don't do that, but goodwill doesn't keep the finance companies and the landlords off my back. What's fair is fair. just drink your orange juice, will you?	Bom Dia, professora Lumley.	Na verdade, eram cinco meninas de Vermont que tinham perdido a professora.
teacher	professora	Bonjour, Miss Lumley.	I don't do that, but goodwill doesn't keep the finance companies and the landlords off my back. What's fair is fair. just drink your orange juice, will you?	Bom Dia, professora Lumley.	Na verdade, eram cinco meninas de Vermont que tinham perdido a professora.
