English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Jackal	Jackal	The jackal howls.	The jackal howls.	O chacal uiva.	O chacal uiva.
Jacket	jacket	Put on a jacket.	Where's your jacket?	Vista uma jaqueta.	Onde está o seu casaco?
Jacket	jacket	Put on a jacket.	Where's your jacket?	Vista uma jaqueta.	Onde está o seu casaco?
Jade	Jade				
Jam	Jam	The door is jammed.	The door is jammed.	A porta está emperrada.	A porta está emperrada.
January	January				
Japan	Japan	Japan is here!	I'm hiding in Japan.	O Japão está aqui!	Estou me escondendo no Japão.
Japanese	japanese	I am Japanese.	She speaks Japanese.	Eu sou japonês.	Ela fala japonês.
Japanese	japanese	I am Japanese.	She speaks Japanese.	Eu sou japonês.	Ela fala japonês.
Javelin	javelin				
Jaw	Jaw	My jaw hurts.	He broke his jaw.	Minha mandíbula dói.	Ele partiu a mandíbula.
Jaw	Jaw	My jaw hurts.	He broke his jaw.	Minha mandíbula dói.	Ele partiu a mandíbula.
Jealous	jealous	I'm jealous.	He is a jealous man.	Eu sou ciumento.	Ele é um homem ciumento.
Jealousy	jealousy				
Jeans	jean	He had jeans on.	Tom wore blue jeans.	Ele usava um jeans.	Tom usava jeans azul.
Jeep	jeep	I drive a jeep.	I drive a jeep.	Eu dirijo um jipe.	Eu dirijo um jipe.
Jelly	Jelly	He likes jelly.	He likes jelly.	Ele gosta de geléia.	Ele gosta de geléia.
Jellyfish	jellyfish	Beware of jellyfish.	Beware of jellyfish.	Cuidado com as águas-vivas.	Cuidado com as águas-vivas.
Jet	jet	Tom had jet lag.	Tom had jet lag.	O Tom estava com jet lag.	O Tom estava com jet lag.
Jetlag	Jetlag				
Jeweler	jeweler				
Jewelry	jewelry				
Jewelry	jewelry				
Jewish	jewish	Are you Jewish?	I'm not that Jewish.	Você é Judeu?	Não sou tão judia assim.
Job	job	Good job!	That's not your job.	Bom trabalho!	Esse não é o seu trabalho.
Joke	joke	I'm joking.	I'm not joking, Tom.	Estou brincando.	Não estou brincando, Tom.
Joke	joke	I'm joking.	I'm not joking, Tom.	Estou brincando.	Não estou brincando, Tom.
Jolted	jolt	The car gave a jolt.	The car gave a jolt.	O carro deu uma sacudida.	O carro deu uma sacudida.
Journalism	journalism				
Journalist	journalist	I'm a journalist.	She is a journalist.	Sou jornalista.	Ela é uma jornalista.
Joy	joy	What is joy?	Your joy is visible.	Que é felicidade?	Tua alegria é visível.
Judaism	judaism	What is Judaism?	What is Judaism?	O que é o judaísmo?	O que é o judaísmo?
Judge	Judge	Don't judge me.	Judge by the result.	Não me julge!	Julgue pelo resultado.
Juggling	juggling				
Juice	juice	Drink this juice.	I like orange juice.	Beba este suco.	Eu gosto de suco de laranja.
Jump	jump	Jump.	Go jump in the lake.	Pulem.	Vá pular no lago.
Jump	jump	Jump.	Go jump in the lake.	Pulem.	Vá pular no lago.
Jungle	jungle				
Jurist	jurist				
Jury	jury				
Justice	justice	I want justice.	Dan wants justice.	Eu quero justiça.	Dan quer justiça.
Kangaroo	kangaroo				
Kebab	Kebab				
Keep	keep	Keep it.	Tom keeps the books.	Fique com ele.	Tom fica com os livros.
Keep	keep	Keep it.	Tom keeps the books.	Fique com ele.	Tom fica com os livros.
Kennel	kennel				
Kettle	kettle				
Keyboard	keyboard	I need a keyboard.	I need a keyboard.	Eu preciso de um teclado.	Eu preciso de um teclado.
Keys	key	I lost my key.	Do you have the key?	Eu perdi minha chave.	Está com a chave?
Kid	kid	I'm kidding.	Are these your kids?	Eu estou brincando.	Estes são seus filhos?
Kidnap	kidnap	We were kidnapped.	Tom kidnapped Mary.	Nós fomos sequestrados.	O Tom tomou a Mary refém.
Kidney	kidney				
Kill	kill	Kill!	Did you kill anyone?	Mate!	Você matou alguém?
Kilogram	Kilogram				
Kilometer	Kilometer				
Kind	kind	Be kind.	I got kind of lucky.	Seja gentil.	Eu tive um pouco de sorte.
Kindness	kindness				
King	king	The king came.	He acts like a king.	O rei veio.	Ele age como se fosse um rei.
King	king	The king came.	He acts like a king.	O rei veio.	Ele age como se fosse um rei.
Kiosk	Kiosk				
Kiss	kiss	Kiss me.	She dodged the kiss.	Me beija.	Ela desviou do beijo.
Kite	kite	Let's fly kites.	Tom lost his kite.	Vamos empinar pipa.	Tom perdeu a pipa dele.
Kite	kite	Let's fly kites.	Tom lost his kite.	Vamos empinar pipa.	Tom perdeu a pipa dele.
Kitten	Kitten	Tom likes kittens.	Kittens are curious.	Tom gosta de gatinhos.	Gatinhos são curiosos.
Knee	knee	My knee hurts.	My knee is bleeding.	Meu joelho está doendo.	O meu joelho está sangrando.
Kneecap	Kneecap				
Knife	knife	I need a knife.	Cut it with a knife.	Preciso de uma faca.	Cortem-na com o auxílio de uma faca!
Knife	knife	I need a knife.	Cut it with a knife.	Preciso de uma faca.	Cortem-na com o auxílio de uma faca!
Knight	Knight				
Know	know	I know.	Tom won't ever know.	Eu sei.	Tom nunca saberá.
Koala	Koala				
Koran	koran				
Ladder	ladder	I need a ladder.	I'll get the ladder.	Eu preciso de uma escada.	Vou pegar a escada.
Ladle	ladle				
Lagoon	lagoon				
Lake	lake	The lake is big.	Go jump in the lake.	O lago é grande.	Vá pular no lago.
Lamb	Lamb				
Lame	lame	It's totally lame.	It's totally lame.	É totalmente idiota.	Isso é totalmente idiota.
Land	land	C-47 has landed.	I own a lot of land.	O C-47 aterrissou.	Eu possuo muita terra.
Landing	land	C-47 has landed.	I own a lot of land.	O C-47 aterrissou.	Eu possuo muita terra.
Landscape	landscape				
Landslide	landslide				
Language	language	I love languages.	What language is it?	Adoro linguagens.	Que língua é essa?
Languages	language	I love languages.	What language is it?	Adoro linguagens.	Que língua é essa?
Larva	Larva				
Laser	laser				
Last	last	Love lasts.	I like my last name.	O amor dura.	Eu gosto do meu sobrenome.
Late	late	Too late.	Nobody arrived late.	Tarde demais.	Ninguém chegou atrasado.
Latecomer	latecomer				
Later	later	Maybe later.	Tom may do it later.	Talvez mais tarde.	Tom pode fazer mais tarde.
Laugh	Laugh	I laughed.	They laughed at him.	Eu ri.	Eles riram dele.
Launch	launch				
Launching	launch				
Laundry	laundry	Laundry is a chore.	Tom did the laundry.	Lavar roupa é uma tarefa árdua.	O Tom lavou as roupas.
Lava	lava	Lava is dangerous.	Lava is dangerous.	A lava é perigosa.	A lava é perigosa.
Law	law	I'm the law.	I have a law degree.	Eu sou a lei!	Sou formado em Direito.
Lawn	lawn	Tom mowed the lawn.	Tom mowed the lawn.	Tom aparou o gramado.	Tom aparou o gramado.
Lawn	lawn	Tom mowed the lawn.	Tom mowed the lawn.	Tom aparou o gramado.	Tom aparou o gramado.
Lawyer	lawyer	I'm a lawyer.	My wife is a lawyer.	Eu sou advogado.	Minha esposa é advogada.
Layoff	layoff				
Laziness	laziness	Laziness is a sin.	Laziness is a sin.	A preguiça é um pecado.	A preguiça é um pecado.
Lazy	lazy	He is lazy.	Tom used to be lazy.	Ele é preguiçoso.	Tom era preguiçoso.
Lazy	lazy	He is lazy.	Tom used to be lazy.	Ele é preguiçoso.	Tom era preguiçoso.
Lead	lead	You lead the way.	Lead is dangerous.	Você mostra o caminho.	O chumbo é perigoso.
Lead	lead	You lead the way.	Lead is dangerous.	Você mostra o caminho.	O chumbo é perigoso.
Lead	lead	You lead the way.	Lead is dangerous.	Você mostra o caminho.	O chumbo é perigoso.
Leaf	leaf	The leaf decomposed.	The leaf decomposed.	A folha se decompôs.	A folha se decompôs.
League	league				
Leak	leak	It has a leak.	I've found the leak.	Tem uma falha.	Encontrei o vazamento.
Learn	learn	Learn!	One learns by doing.	Aprende!	É fazendo que se aprende.
Learning	learn	Learn!	One learns by doing.	Aprende!	É fazendo que se aprende.
Leather	leather				
Leech	leech				
Leek	leek				
Left	leave	I left.	I'm leaving forever.	Eu saí.	Eu estou indo embora para sempre.
Left	leave	I left.	I'm leaving forever.	Eu saí.	Eu estou indo embora para sempre.
Leg	leg	My legs hurt.	He has only one leg.	Minhas pernas estão doendo.	Ele só tem uma perna.
Leg	leg	My legs hurt.	He has only one leg.	Minhas pernas estão doendo.	Ele só tem uma perna.
Legal	legal	Is this legal?	Fireworks are legal.	Isto é legal?	Os fogos de artifício são legais.
Legend	legend	Tom is a legend.	He's a true legend.	O Tom é uma lenda.	Ele é uma verdadeira lenda.
Legitimate	legitimate				
Lemon	lemon	Lemon is sour.	The lemon is yellow.	O limão é ácido.	O limão é amarelo.
Lemonade	lemonade	Tom drank lemonade.	Tom sells lemonade.	Tom bebeu limonada.	Tom vende limonada.
Lend	lend	Lend me a hand.	I lent him a record.	Me ajude.	Emprestei um disco a ele.
Length	length	What length is it?	What length is it?	Qual o comprimento?	Qual o comprimento?
Lentils	lentil				
Lentils	lentil				
Less	less	I'm less famous.	Less noise, please.	Eu sou menos famoso.	Menos barulho, por favor.
Let	let	Let up.	Let's speak Russian.	Deixe ir.	Falemos russo.
Let	let	Let up.	Let's speak Russian.	Deixe ir.	Falemos russo.
Letter	letter	I read a letter.	Show me your letter.	Eu li uma carta.	Mostra-me a tua carta.
Lettuce	Lettuce				
Leukemia	leukemia				
Lever	lever	Tom pulled a lever.	Tom pulled a lever.	Tom puxou uma alavanca.	Tom puxou uma alavanca.
Liana	Liana				
Liberal	liberal	Are you liberal?	Are you liberal?	Você é liberal?	Você é liberal?
Liberalism	liberalism				
Liberation	liberation				
Library	library	I'm at the library.	We are in a library.	Estou na biblioteca.	Nós estamos na biblioteca.
Libya	libya				
Lie	lie	I lied.	Of course they lied.	Eu menti.	É claro que eles mentiram.
Lieutenant	lieutenant				
Life	life	Enjoy life.	I love my life here.	Aproveite a vida.	Eu amo a vida que tenho aqui.
Light	light	I see a light.	I'm a light sleeper.	Vejo uma luz.	Tenho sono leve.
Light	light	I see a light.	I'm a light sleeper.	Vejo uma luz.	Tenho sono leve.
Light	light	I see a light.	I'm a light sleeper.	Vejo uma luz.	Tenho sono leve.
Lighthouse	lighthouse				
Lightning	lightning	There is lightning.	There is lightning.	Está relampejando.	Está relampejando.
Likely	likely				
Limestone	limestone				
Limits	limit	There are limits.	The sky's the limit.	Há limites.	O céu é o limite.
Limpid	limpid				
Line	line	Form two lines.	I was third in line.	Formem duas filas.	Eu era o terceiro na fila.
Line	line	Form two lines.	I was third in line.	Formem duas filas.	Eu era o terceiro na fila.
Linguistics	linguistic				
Link	link	I clicked the link.	I clicked the link.	Eu cliquei no link.	Eu cliquei no link.
Lion	lion	I see a lion.	Today is lion's day.	Vejo um leão.	Hoje é o dia do leão.
Lip	lip	I read lips.	Her lips were sweet.	Leio lábios.	Os lábios dela eram doces.
Lipstick	lipstick				
Liqueur	liqueur				
Liquid	liquid	Water is liquid.	Water is a liquid.	A água é líquida.	A água é um líquido.
List	list	Make a list.	Let me see the list.	Façam uma lista.	Deixe-me ver a lista.
Liter	liter				
Literature	literature				
Little	little	A little more.	It's a little scary.	Mais um pouco.	É um pouco assustador.
Liver	liver	She is a high-liver.	She is a high-liver.	Ela tem uma vida de luxo.	Ela tem uma vida de luxo.
Lizard	lizard	I love lizards.	I love lizards.	Eu amo lagartos.	Amo lagartos.
Loan	loan	I need a loan.	I'll need a loan.	Eu preciso de um empréstimo.	Precisarei de um empréstimo.
Lobby	lobby	Wait in the lobby.	Wait in the lobby.	Espere no saguão.	Esperem no saguão.
Lobster	lobster	I like lobster.	Tom likes lobster.	Eu gosto de lagosta.	Tom gosta de lagosta.
Local	local	Is this food local?	Is this food local?	Esta comida é local?	Esta comida é local?
Lock	lock	It's locked.	Don't lock the door.	Está trancado.	Não tranques a porta.
Lock	lock	It's locked.	Don't lock the door.	Está trancado.	Não tranques a porta.
Locksmith	Locksmith	Tom is a locksmith.	Tom is a locksmith.	Tom é um chaveiro.	Tom é serralheiro.
Locomotive	locomotive				
Log	log	Tom sat on a log.	I slept like a log.	Tom sentou em um tronco.	Dormi como uma pedra.
Logic	logic				
Logical	logical	It's not logical.	It's not logical.	Não é lógico.	Isso não é lógico.
Logistics	logistic				
Loneliness	loneliness				
Long	long	So long.	Long live Esperanto!	Tanto tempo.	Viva o Esperanto!
Long	long	So long.	Long live Esperanto!	Tanto tempo.	Viva o Esperanto!
Long-sighted/Hypermetropic	long	So long.	Long live Esperanto!	Tanto tempo.	Viva o Esperanto!
Longboat	longboat				
Longitude	longitude				
Lose	lose	I lost.	Yanni lost his life.	Perdi.	Yanni perdeu a vida.
Lose	lose	I lost.	Yanni lost his life.	Perdi.	Yanni perdeu a vida.
Loser	loser	I'm a loser.	This guy is a loser.	Eu sou um perdedor.	Esse cara é um fracassado.
Lottery	lottery	I won the lottery.	Tom won the lottery.	Eu ganhei na loteria.	Tom ganhou na loteria.
Loudly	loudly	I burped loudly.	Tom coughed loudly.	Arrotei alto.	Tom tossiu alto.
Love	love	Be loved.	I'll still love you.	Sê amado.	Continuarei a te amar.
Low	low	I'm feeling low.	They're low-quality.	Estou em baixo.	São de baixa qualidade.
Lozenge	Lozenge				
Lucidity	lucidity				
Lucky	lucky	I'm lucky.	Who's the lucky guy?	Eu sou sortudo.	Quem é o cara sortudo?
Lucky	lucky	I'm lucky.	Who's the lucky guy?	Eu sou sortudo.	Quem é o cara sortudo?
Lukewarm	lukewarm				
Lull	lull				
Lullaby	lullaby				
Lumbago	Lumbago				
Lunch	lunch	Lunch!	I helped cook lunch.	Almoço!	Eu ajudei a preparar o almoço.
Lung	lung				
Luxurious	luxurious				
Luxury	luxury	He lives in luxury.	He lives in luxury.	Ele vive no luxo.	Ele vive no luxo.
Lymph	lymph				
Macaque	Macaque				
Mach	mach				
Machete	machete				
Machine	machine				
Mafia	mafia				
Maghreb	maghreb				
Magic	magic	It was magic.	I believe in magic.	Foi mágico.	Eu acredito em mágica.
Magical	magical	It was magical.	It was magical.	Foi mágico.	Foi mágico.
Magician	Magician	Is he a magician?	I'm not a magician.	Ele é mágico?	Eu não sou mágico.
Magma	magma				
Magnesium	magnesium				
Magnificent	magnificent	Tom is magnificent.	Tom is magnificent.	Tom é magnífico.	Tom é magnífico.
Mahogany	mahogany				
Main	main	The main is running.	The main is running.	mɨḍ o g čɨoj.	mɨḍ o g čɨoj.
Mainly	mainly				
Maintenance	maintenance				
Major	major	I majored in art.	I majored in French.	Eu me formei em artes.	Eu me especializei em francês.
Majority	majority				
Make-up	make	I made it.	Tom made everything.	Consegui.	Tom fez tudo.
Maker	maker				
Malaria	Malaria				
Mall	mall				
Mall	mall				
Mammal	Mammal	Whales are mammals.	A whale is a mammal.	Baleias são mamíferos.	A baleia é um mamífero.
Man	Man	I'm a man.	Who's that ugly man?	Eu sou homem.	Quem é aquele cara feio?
Management	management				
Manager	manager	I'm the manager.	I'm the new manager.	Eu sou o gerente.	Sou a nova gerente.
Mandala	Mandala				
Mandarin	mandarin	He speaks Mandarin.	You speak Mandarin?	Ele fala mandarim.	Você fala mandarim?
Mango	Mango	Bring mangos.	This mango is sweet.	Traga mangas.	Esta manga está doce.
Maniac	Maniac	She is a maniac.	I'm not a maniac.	Ela é uma maníaca.	Não sou um maníaco.
Manicure	manicure				
Manipulation	manipulation				
Mankind	mankind				
Manslaughter	manslaughter				
Manure	manure				
Manure	manure				
Map	Map	I need a map.	Let's check the map.	Preciso de um mapa.	Vamos verificar o mapa.
Maracuja	Maracuja				
Marathon	marathon				
Marble	marble				
Marbles	marble				
March	March	Today is March 5th.	March 14 is Pi Day.	Hoje é cinco de março.	14 de março é o dia do Pi.
Mare	mare	My mare foaled.	My mare foaled.	A minha égua pariu.	A minha égua pariu.
Margin	margin				
Market	market	The market is big.	It's a funny market.	O mercado é grande.	É um mercado engraçado.
Market	market	The market is big.	It's a funny market.	O mercado é grande.	É um mercado engraçado.
Marketing	marketing	I work in marketing.	I work in marketing.	Eu trabalho com marketing.	Eu trabalho com marketing.
Marmot	marmot				
Marriage	marriage				
Married	marry	Marry me.	Tom married a widow.	Case comigo.	Tom se casou com uma viúva.
Married	marry	Marry me.	Tom married a widow.	Case comigo.	Tom se casou com uma viúva.
Marsh	marsh	It's a marsh.	It's a marsh.	É um pântano.	É um pântano.
Marshy	marshy				
Marsupial	marsupial				
Marxist	marxist				
Mascara	Mascara				
Masculine	masculine				
Mask	mask	I wore a mask.	Please wear a mask.	Eu usei uma máscara.	Por favor, use uma máscara.
Mason	mason				
Mass	mass				
Massacre	massacre				
Massage	massage	I need a massage.	I need a massage.	Preciso de uma massagem.	Preciso de uma massagem.
Masseur	masseur	I am a masseur.	I am a masseur.	Sou um massagista.	Sou um massagista.
Mast	Mast				
Mast	Mast				
Master	master	Observe the master.	Observe the master.	Observe o mestre.	Observe o mestre.
Masterpiece	Masterpiece				
Matches	match	Tom lit a match.	Do you have a match?	Tom acendeu um fósforo.	Tu tens um fósforo?
Mathematician	mathematician				
Mathematics	mathematic	I like mathematics.	I study mathematics.	Eu gosto de matemática.	Eu estudo matemática.
Mattress	Mattress				
Mature	mature	I'm mature.	Sami was mature.	Eu sou maturo.	Sami era maduro.
Mauve	mauve				
Maximum	maximum				
May	May	May I go?	May I open this box?	Posso ir?	Posso abrir esta caixa?
Maybe	maybe	Maybe.	Maybe they're crazy.	Talvez.	Talvez estejam loucas.
Mayor	mayor	He knows the mayor.	He knows the mayor.	Ele conhece o prefeito.	Ele conhece o prefeito.
Meadow	meadow				
Measure	measure				
Measure	measure				
Meat	meat	I eat meat.	They won't eat meat.	Eu como carne.	Elas não vão comer carne.
Mechanic	mechanic	He's a mechanic.	Tom is a mechanic.	Ele é um mecânico.	Tom é mecânico.
Mechanic	mechanic	He's a mechanic.	Tom is a mechanic.	Ele é um mecânico.	Tom é mecânico.
Mechanically	mechanically				
Mechanically	mechanically				
Mechanics	mechanic	He's a mechanic.	Tom is a mechanic.	Ele é um mecânico.	Tom é mecânico.
Medal	medal	You deserve a medal.	I was given a medal.	Você merece uma medalha.	Me deram uma medalha.
Media-friendly	media				
Medicine	medicine	We need medicine.	I took the medicine.	Nós precisamos de remédio.	Eu tomei os remédios.
Medicine	medicine	We need medicine.	I took the medicine.	Nós precisamos de remédio.	Eu tomei os remédios.
Medieval	medieval				
Mediocre	mediocre				
Meditate	meditate	I'm meditating.	Are you meditating?	Estou meditando.	Vocês estão meditando?
Meditation	meditation				
Mediterranean	Mediterranean				
Meet	meet	Tom met me.	Where shall we meet?	Tom me conheceu.	Onde devemos nos encontrar?
Meeting	meet	Tom met me.	Where shall we meet?	Tom me conheceu.	Onde devemos nos encontrar?
Meeting	meet	Tom met me.	Where shall we meet?	Tom me conheceu.	Onde devemos nos encontrar?
Melancholic	melancholic	I'm melancholic.	I'm melancholic.	Estou melancólico.	Estou melancólico.
Melon	Melon	I love melons.	I love melons.	Eu amo melões.	Eu adoro melões.
Melting	melt	I am melting!	The snow is melting.	Estou me derretendo!	A neve está derretendo.
Member	member	I'm not a member.	I'm not a member.	Eu não sou um membro.	Eu não sou um membro.
Member	member	I'm not a member.	I'm not a member.	Eu não sou um membro.	Eu não sou um membro.
Membership	membership				
Memorization	memorization				
Memory	memory	He lost his memory.	Your memory is good.	Ele perdeu sua memória.	Tens uma boa memória.
Memory	memory	He lost his memory.	Your memory is good.	Ele perdeu sua memória.	Tens uma boa memória.
Menopause	Menopause				
Mental	mental				
Mentality	mentality				
Menu	Menu	They have a menu.	What's today's menu?	Ele tem um cardápio.	Qual o cardápio de hoje?
Meow	meow	Meow.	Why is she meowing?	Miau.	Por que ela está miando?
Mercenary	mercenary				
Merrily	merrily				
Mess	mess	I'm a mess.	It's a mess in here.	Eu sou uma bagunça.	Está uma bagunça aqui.
Message	message	I have a message.	I'd leave a message.	Tenho uma mensagem.	Eu deixaria uma mensagem.
Metal	metal	Gold is a metal.	Aluminum is a metal.	O ouro é um metal.	O alumínio é um metal.
Metamorphosis	metamorphosis				
Metastasis	metastasis				
Meter	Meter	Look at the meter.	Look at the meter.	Olhe o medidor.	Veja o medidor.
Methane	methane				
Methodical	methodical	We're methodical.	I'm very methodical.	Nós somos metódicos.	Eu sou muito metódica.
Metro	Metro				
Metronome	metronome				
Mexico	Mexico				
Microscope	Microscope				
Microsecond	microsecond				
Microwave	microwave				
Middle	middle	I'm middle class.	I'm middle class.	Sou de classe média.	Sou de classe média.
Midnight	midnight	It's midnight.	I left at midnight.	É meia-noite.	Parti à meia-noite.
Midwife	midwife				
Migrant	migrant				
Migration	migration				
Migratory	migratory				
Mile	mile	It's miles away.	They're miles away.	Fica a milhas de distância.	Eles estão a quilômetros de distância.
Militia	militia				
Mill	mill				
Millennium	millennium				
Millet	millet				
Millimeter	Millimeter				
Millipede	millipede				
Millisecond	Millisecond				
Minaret	minaret				
Mind	mind	Never mind.	Tom speaks his mind.	Tudo bem.	O Tom fala o que pensa.
Mine	mine	It's mine.	This animal is mine.	É meu.	Este animal é meu.
Mine	mine	It's mine.	This animal is mine.	É meu.	Este animal é meu.
Mine	mine	It's mine.	This animal is mine.	É meu.	Este animal é meu.
Minefield	Minefield				
Miner	Miner				
Mineral	mineral				
Minister	Minister	Tom is a minister.	Tom is a minister.	Antônio é um ministro.	Antônio é um ministro.
Minority	minority				
Mint	Mint				
Minute	minute	Just a minute.	Every minute counts.	Só um minuto.	Cada minuto é importante.
Miracle	miracle	It's a miracle.	Love works miracles.	É um milagre.	O amor realiza milagres.
Mirror	mirror	My mirror broke.	I like your mirrors.	Meu espelho quebrou.	Eu gosto de seus espelhos.
Misfortune	Misfortune				
Miss	miss	I miss it.	I miss them so much.	Saudades disso.	Sinto muita saudades deles.
Missile	missile				
Missing	miss	I miss it.	I miss them so much.	Saudades disso.	Sinto muita saudades deles.
Mission	mission	This is my mission.	Tom is on a mission.	Esta é a minha missão.	Tom está numa missão.
Mist	mist				
Mistake	mistake	My mistake!	He makes no mistake.	Foi mal!	Ele não erra.
Mite	mite				
Mix	mix	Mix it.	Mix eggs with sugar.	Misture.	Misture ovos com açúcar.
Mixer	mixer				
Mixing	mix	Mix it.	Mix eggs with sugar.	Misture.	Misture ovos com açúcar.
Mobilization	mobilization				
Model	Model	We're models.	Are you a model?	Nós somos modelos.	Você é uma modelo?
Model	Model	We're models.	Are you a model?	Nós somos modelos.	Você é uma modelo?
Modern	modern				
Modernity	modernity				
Modest	modest	Tom is modest.	You're too modest.	Tom é modesto.	Você é muito modesta.
Modesty	Modesty				
Molar	Molar				
Mold	mold				
Mold	mold				
Mole	mole				
Molecule	molecule				
Mollet	mollet				
Mollusc	Mollusc				
Monarchist	monarchist				
Monarchy	monarchy				
Monastery	Monastery				
Mongoose	mongoose				
Monk	Monk	I am a monk.	We're monks.	Sou um monge.	Nós somos monges.
Monkey	monkey	It's monkey meat.	The monkey got away.	É carne de macaco.	O macaco escapou.
Monopoly	monopoly				
Monthly	monthly				
Monument	monument				
Moo	Moo				
Moon	moon	Look at the moon.	It is a waning moon.	Olhe para a lua.	É lua minguante.
Morale	morale				
Moratorium	moratorium				
More	more	More work?	Who is more popular?	Mais trabalho?	Quem é mais popular?
Moreover	moreover				
Morgue	Morgue				
Morning	morning	Morning!	This morning I work.	Bom dia!	Esta manhã eu trabalho.
Morning	morning	Morning!	This morning I work.	Bom dia!	Esta manhã eu trabalho.
Morocco	Morocco	He lives in Morocco.	He lives in Morocco.	Ele vive em Marrocos.	Ele mora no Marrocos.
Mortar	mortar				
Mosque	mosque	This is a mosque.	I visited a mosque.	Isso é uma mesquita.	Eu visitei uma mesquita.
Mosquito	Mosquito	I hate mosquitoes.	I hate mosquitoes.	Odeio mosquitos.	Odeio mosquitos.
Moth	moth				
Mother	mother	Where is mother?	Tom has two mothers.	Onde está a mãe?	O Tom tem duas mães.
Motion	motion				
Motivated	motivate	What motivates you?	What motivates you?	O que o motiva?	O que as motiva?
Motive	motive				
Motorcycle	motorcycle				
Mountain	mountain	I climb mountains.	I climb mountains.	Escalo montanhas.	Eu escalo montanhas.
Mountaineer	mountaineer				
Mouse	mouse	It was a mouse.	Where is the mouse?	Era um rato.	Onde está o rato?
Mouse	mouse	It was a mouse.	Where is the mouse?	Era um rato.	Onde está o rato?
Mouth	mouth	Open your mouth!	Shut your big mouth.	Abra a sua boca!	Cale essa sua boca.
Moving	move	I moved.	Tom can barely move.	Mudei-me.	Tom mal consegue se mover.
Mower	mower				
Mud	mud	We took a mud bath.	We took a mud bath.	Nós tomamos um banho de lama.	Nós tomamos um banho de lama.
Muezzin	muezzin				
Mule	mule				
Multicultural	multicultural				
Multiethnic	multiethnic				
Multiple	multiple				
Mummy	Mummy	Mummy cried.	It's a mummy!	A mamãe chorou.	É uma múmia!
Murder	murder	It's murder.	I murdered them all.	É um assassínio.	Eu matei todos eles.
Muscle	muscle				
Museum	museum	Where's the museum?	Where is the museum?	Onde é o museu?	Onde fica o museu?
Mushrooms	mushroom	Is that a mushroom?	She hates mushrooms.	Isso é um cogumelo?	Ela detesta cogumelos.
Music	music	I hear music.	Who's this music by?	Ouço música.	De quem é essa música?
Musician	musician	I'm a musician.	Tom is a musician.	Sou músico.	Tom é músico.
Muslim	muslim	I'm Muslim.	I wanna be a Muslim.	Sou muçulmana.	Quero ser muçulmano.
Mustache	mustache	He has a mustache.	He grows a mustache.	Ele tem bigode.	Ele está deixando o bigode crescer.
Mustard	Mustard	Easy on the mustard.	Easy on the mustard.	Pega leve na mostarda.	Pega leve na mostarda.
Mutation	mutation				
Mutineer	mutineer				
Mutiny	Mutiny				
Mutually	mutually				
Muzzle	muzzle				
Mycosis	mycosis				
Mysteriously	mysteriously				
Mystery	mystery	Tom is a mystery.	Time is a mystery.	Tom é um mistério.	O tempo é um mistério.
Myth	myth	That's a myth.	I think it's a myth.	Isso é um mito.	Eu acho que é um mito.
Mythology	mythology				
Nail	nail	I nailed it.	I stepped on a nail.	Está no papo.	Eu pisei num prego.
Nails	Nails				
Naive	naive	I'm naive.	I'm not being naive.	Eu sou ingênua.	Não estou sendo ingênuo.
Naively	naively				
Naivety	naivety				
Naked	naked	I'm naked.	The woman is naked.	Estou pelado.	A mulher está nua.
Nanosecond	nanosecond				
Nap	nap	Take a nap.	He's taking a nap.	Tire um cochilo.	Ele tá tirando um cochilo.
Napkin	napkin	Use the napkin.	May I have a napkin?	Use o guardanapo.	Posso pegar um guardanapo?
Narcissistic	narcissistic				
Narrow	narrow	It's too narrow.	What narrow stairs!	É muito estreito.	Que escada estreita!
Narrow-minded	narrow	It's too narrow.	What narrow stairs!	É muito estreito.	Que escada estreita!
Nasty	nasty	Tom is nasty.	Tom is nasty.	O Tom é repugnante.	O Tom é repugnante.
Nasty	nasty	Tom is nasty.	Tom is nasty.	O Tom é repugnante.	O Tom é repugnante.
Nation	nation				
National	National				
Nationalism	nationalism				
Nationalist	nationalist				
Nationality	nationality				
Naturally	naturally	Naturally.	Naturally.	Naturalmente.	Naturalmente.
Nature	nature	I love nature.	Nature is beautiful.	Adoro a natureza.	A natureza é bela.
Naturist	naturist				
Navel	navel				
Navy	Navy	I joined the Navy.	I joined the navy.	Entrei para a Marinha.	Entrei para a Marinha.
Necessarily	necessarily				
Necessary	necessary	It's necessary.	It is not necessary.	É necessário.	Não é necessária.
Neck	neck	My neck is stiff.	Tom craned his neck.	Meu pescoço está duro.	Tom esticou o pescoço.
Neck	neck	My neck is stiff.	Tom craned his neck.	Meu pescoço está duro.	Tom esticou o pescoço.
Necklace	necklace				
Need	need	I need it.	We need your advice.	Eu preciso disso.	Precisamos do teu conselho.
Needle	needle				
Negative	negative	You're so negative.	You're so negative.	Você é tão negativo.	Você é tão pessimista.
Negligent	negligent				
Negotiate	negotiate	Let's negotiate.	They'll negotiate.	Vamos negociar.	Elas vão negociar.
Negotiation	negotiation				
Neigh	neigh	The horse neighs.	The horse neighs.	O cavalo relincha.	O cavalo relincha.
Neighbor	neighbor	We're neighbors.	I have no neighbors.	Somos vizinhos.	Eu não tenho vizinhos.
